# S/N, sampno, secs from file start, boxcar, idt, dm, beamno,mjd, sampno_start, sampno_end, idt_start, idt_end, ncands
11.0 300.0 15.740 726111 726.111 26 1100 298.900 0 57946.535443000997475 726040 726172 1013 1174 49
11.0 300.0 15.760 1386110 1386.110 24 1099 298.630 0 57946.543081878000521 1386036 1386209 1005 1215 31
11.0 300.0 15.770 2766109 2766.109 31 1092 296.730 0 57946.559054088997073 2765988 2766173 946 1177 50
11.0 300.0 15.770 846123 846.123 31 1114 302.710 0 57946.536832028003118 846045 846180 992 1188 49
11.0 300.0 15.780 1026120 1026.120 23 1108 301.080 0 57946.538915327000723 1026021 1026188 965 1195 31
11.0 300.0 15.810 2286112 2286.112 30 1097 298.090 0 57946.553498567998759 2286011 2286187 977 1187 37
11.0 300.0 15.830 1326115 1326.115 19 1106 300.530 0 57946.542387490997498 1326012 1326175 980 1185 31
11.0 300.0 15.870 606111 606.111 18 1100 298.900 0 57946.534054112002195 606033 606184 999 1194 41
11.0 300.0 15.890 2586117 2586.117 31 1101 299.180 0 57946.556970848003402 2586048 2586204 1012 1214 31
11.0 300.0 16.060 2946120 2946.120 30 1106 300.530 0 57946.561137548997067 2946047 2946180 1008 1186 39
11.0 300.0 16.100 2466111 2466.111 21 1101 299.180 0 57946.555581890002941 2466020 2466192 982 1197 31
11.0 300.0 16.210 666112 666.112 29 1098 298.360 0 57946.534748568003124 666029 666177 983 1181 38
11.0 300.0 16.280 126112 126.112 27 1095 297.550 0 57946.528498567997303 125995 126186 949 1186 38
11.0 300.0 16.290 786115 786.115 31 1099 298.630 0 57946.536137490998954 786058 786186 1022 1189 37
11.0 300.0 16.320 2166114 2166.114 24 1101 299.180 0 57946.552109702002781 2166051 2166199 1010 1201 39
11.0 300.0 16.330 1146108 1146.108 31 1091 296.460 0 57946.540304077003384 1146053 1146190 1024 1200 49
11.0 300.0 16.360 1086116 1086.116 31 1098 298.360 0 57946.539609724997717 1086041 1086190 1005 1207 41
11.0 300.0 16.400 1206104 1206.104 26 1087 295.370 0 57946.540998475000379 1206032 1206212 983 1209 33
11.0 300.0 16.470 966113 966.113 26 1100 298.900 0 57946.538220802001888 966045 966189 1013 1191 23
11.0 300.0 16.620 1806115 1806.115 27 1101 299.180 0 57946.547943047000444 1806027 1806186 995 1194 31
11.0 300.0 16.640 1746120 1746.120 31 1106 300.530 0 57946.547248659997422 1746010 1746217 974 1234 35
11.0 300.0 16.920 1686121 1686.121 28 1106 300.530 0 57946.546554227999877 1686054 1686180 1017 1208 29
11.0 300.0 16.950 2046109 2046.109 24 1096 297.820 0 57946.550720755003567 2046010 2046191 968 1201 49
11.0 300.0 17.200 2706115 2706.115 26 1101 299.180 0 57946.558359713999380 2706050 2706193 999 1206 33
11.0 300.0 17.710 1506120 1506.120 31 1106 300.530 0 57946.544470882996393 1506031 1506191 993 1202 30
11.0 300.0 17.710 2646116 2646.116 27 1099 298.630 0 57946.557665280997753 2646048 2646181 996 1185 37
11.0 300.0 7.050 2466223 2466.223 17 1241 337.220 0 57946.555583185996511 2466223 2466223 1240 1241 3
11.0 300.0 7.100 884639 884.639 2 1280 347.820 0 57946.537277814997651 884639 884639 1280 1280 1
11.0 350.0 13.850 246304 246.304 28 1289 350.260 0 57946.529889678997279 246225 246340 1176 1342 37
11.0 350.0 13.940 1866299 1866.299 31 1280 347.820 0 57946.548639621003531 1866220 1866353 1189 1364 22
11.0 350.0 14.080 186292 186.292 22 1276 346.730 0 57946.529195096001786 186235 186360 1203 1376 49
11.0 350.0 14.090 2646299 2646.299 19 1290 350.530 0 57946.557667398999911 2646251 2646339 1219 1347 43
11.0 350.0 14.250 1446298 1446.298 22 1291 350.800 0 57946.543778498002212 1446233 1446347 1188 1350 35
11.0 350.0 14.660 2826294 2826.294 25 1276 346.730 0 57946.559750674001407 2826226 2826352 1195 1355 35
11.0 350.0 14.740 2406290 2406.290 28 1277 347.000 0 57946.554889516999538 2406245 2406352 1209 1349 49
11.0 350.0 14.840 486297 486.297 21 1282 348.360 0 57946.532667375999154 486200 486354 1166 1360 50
11.0 350.0 14.890 2586299 2586.299 29 1290 350.530 0 57946.556972954000230 2586112 2586368 1079 1376 47
11.0 350.0 14.970 2946296 2946.296 23 1283 348.630 0 57946.561139586003264 2946220 2946347 1171 1352 31
11.0 350.0 14.980 66296 66.296 27 1280 347.820 0 57946.527806252997834 66228 66354 1195 1352 39
11.0 350.0 15.060 606304 606.304 31 1291 350.800 0 57946.534056345997669 606232 606360 1187 1365 37
11.0 350.0 15.110 1506295 1506.295 20 1282 348.360 0 57946.544472907997260 1506212 1506356 1152 1364 16
11.0 350.0 15.160 1566299 1566.299 31 1284 348.900 0 57946.545167399002821 1566219 1566341 1178 1389 49
11.0 350.0 15.210 1926298 1926.298 28 1282 348.360 0 57946.549334053997882 1926221 1926372 1183 1382 21
11.0 350.0 15.300 846302 846.302 27 1290 350.530 0 57946.536834099999396 846243 846351 1208 1360 42
11.0 350.0 15.330 2346299 2346.299 26 1278 347.270 0 57946.554195176999201 2346190 2346388 1159 1386 34
11.0 350.0 15.350 1746304 1746.304 31 1293 351.350 0 57946.547250789997634 1746252 1746358 1211 1411 47
11.0 350.0 15.400 726298 726.298 31 1285 349.170 0 57946.535445164998237 726237 726366 1204 1385 49
11.0 350.0 15.420 2286303 2286.303 27 1294 351.620 0 57946.553500777998124 2286224 2286354 1194 1384 35
11.0 350.0 15.430 1806296 1806.296 31 1276 346.730 0 57946.547945142003300 1806239 1806354 1187 1360 19
11.0 350.0 15.440 2226298 2226.298 29 1282 348.360 0 57946.552806275998591 2226200 2226344 1164 1351 41
11.0 350.0 15.530 1266303 1266.303 25 1292 351.080 0 57946.541695223000715 1266230 1266376 1194 1403 39
11.0 350.0 15.580 1086308 1086.308 27 1294 351.620 0 57946.539611947002413 1086254 1086374 1209 1383 49
11.0 350.0 15.670 2886300 2886.300 31 1282 348.360 0 57946.560445187998994 2886204 2886359 1148 1365 50
11.0 350.0 15.670 786305 786.305 30 1290 350.530 0 57946.536139689997071 786224 786371 1184 1380 13
11.0 350.0 15.710 1326299 1326.299 28 1284 348.900 0 57946.542389620997710 1326262 1326359 1219 1380 49
11.0 350.0 15.760 1686302 1686.302 28 1289 350.260 0 57946.546556321998651 1686227 1686365 1201 1372 49
11.0 350.0 15.840 2106292 2106.292 29 1276 346.730 0 57946.551417317998130 2106200 2106369 1161 1382 31
11.0 350.0 15.930 2046293 2046.293 29 1274 346.180 0 57946.550722884996503 2046238 2046364 1200 1365 49
11.0 350.0 16.040 126297 126.297 26 1277 347.000 0 57946.528500708998763 126233 126378 1204 1380 50
11.0 350.0 16.060 2706293 2706.293 30 1275 346.460 0 57946.558361773997603 2706212 2706360 1176 1367 43
11.0 350.0 16.130 906306 906.306 29 1295 351.890 0 57946.537528590997681 906239 906373 1201 1401 36
11.0 350.0 16.170 1386294 1386.294 29 1276 346.730 0 57946.543084008000733 1386213 1386359 1165 1360 42
11.0 350.0 16.200 1026299 1026.299 29 1285 349.170 0 57946.538917398997000 1026190 1026363 1154 1371 36
11.0 350.0 16.270 2766298 2766.298 30 1281 348.090 0 57946.559056275997136 2766225 2766345 1194 1357 35
11.0 350.0 16.270 306300 306.300 31 1282 348.360 0 57946.530584077001549 306212 306346 1182 1374 19
11.0 350.0 16.290 666297 666.297 27 1280 347.820 0 57946.534750708997308 666236 666368 1200 1378 33
11.0 350.0 16.340 1146295 1146.295 28 1280 347.820 0 57946.540306240996870 1146173 1146377 1135 1387 50
11.0 350.0 16.380 2466299 2466.299 29 1285 349.170 0 57946.555584064997674 2466226 2466353 1183 1368 32
11.0 350.0 16.410 3006298 3006.298 24 1289 350.260 0 57946.561834054002247 3006223 3006405 1190 1402 32
11.0 350.0 16.440 2526305 2526.305 29 1292 351.080 0 57946.556278579002537 2526212 2526359 1180 1372 48
11.0 350.0 16.450 2166292 2166.292 23 1278 347.270 0 57946.552111762001005 2166188 2166351 1152 1358 37
11.0 350.0 16.460 1626298 1626.298 21 1287 349.720 0 57946.545861831997172 1626232 1626344 1186 1360 43
11.0 350.0 16.570 546303 546.303 28 1289 350.260 0 57946.533361889996741 546220 546362 1168 1370 33
11.0 350.0 17.140 426301 426.301 29 1284 348.900 0 57946.531972978002159 426241 426371 1198 1382 45
11.0 350.0 17.660 366301 366.301 27 1286 349.450 0 57946.531278533002478 366207 366386 1168 1393 37
11.0 350.0 17.790 1986301 1986.301 31 1292 351.080 0 57946.550028532998112 1986177 1986402 1127 1432 35
11.0 350.0 17.820 1206298 1206.298 24 1287 349.720 0 57946.541000721001183 1206215 1206350 1172 1365 35
11.0 350.0 18.070 966301 966.301 27 1284 348.900 0 57946.538222978000704 966195 966376 1132 1382 43
11.0 350.0 7.100 2346162 2346.162 18 1131 307.330 0 57946.554193591000512 2346160 2346165 1128 1134 9
11.0 350.0 7.150 126149 126.149 31 1111 301.890 0 57946.528498995998234 126134 126153 1091 1117 4
11.0 350.0 7.900 2406195 2406.195 21 1163 316.020 0 57946.554888416998438 2406185 2406209 1149 1178 40
11.0 400.0 13.630 2466475 2466.475 26 1457 395.910 0 57946.555586103000678 2466415 2466531 1373 1545 38
11.0 400.0 13.640 2646480 2646.480 20 1472 399.990 0 57946.557669494002766 2646444 2646531 1407 1544 40
11.0 400.0 13.680 1386474 1386.474 15 1465 398.090 0 57946.543086090998258 1386439 1386549 1405 1560 31
11.0 400.0 13.850 1026483 1026.483 26 1470 399.440 0 57946.538919528000406 1026436 1026519 1398 1536 43
11.0 400.0 13.910 1866485 1866.485 27 1474 400.530 0 57946.548641774003045 1866422 1866540 1381 1547 30
11.0 400.0 13.930 966488 966.488 31 1472 399.990 0 57946.538225142001465 966452 966527 1414 1538 47
11.0 400.0 14.050 1926487 1926.487 30 1469 399.170 0 57946.549336240997945 1926425 1926530 1387 1555 32
11.0 400.0 14.150 666490 666.490 31 1481 402.430 0 57946.534752943000058 666413 666569 1374 1580 30
11.0 400.0 14.350 2586479 2586.479 29 1461 397.000 0 57946.556975038001838 2586437 2586565 1399 1581 41
11.0 400.0 14.370 1986483 1986.483 31 1468 398.900 0 57946.550030639999022 1986398 1986534 1361 1555 49
11.0 400.0 14.700 2406487 2406.487 31 1476 401.070 0 57946.554891797000892 2406426 2406541 1387 1550 36
11.0 400.0 14.760 846484 846.484 27 1471 399.720 0 57946.536836207000306 846422 846546 1388 1550 32
11.0 400.0 14.800 1146488 1146.488 29 1473 400.260 0 57946.540308474999620 1146438 1146536 1387 1544 32
11.0 400.0 14.830 2046482 2046.482 28 1469 399.170 0 57946.550725071996567 2046438 2046534 1395 1545 31
11.0 400.0 14.950 486480 486.480 24 1473 400.260 0 57946.532669494001311 486430 486534 1399 1550 42
11.0 400.0 14.970 1266479 1266.479 26 1464 397.810 0 57946.541697259999637 1266397 1266545 1369 1559 31
11.0 400.0 14.990 2766482 2766.482 27 1470 399.440 0 57946.559058405997348 2766440 2766549 1387 1562 28
11.0 400.0 15.050 366481 366.481 29 1464 397.810 0 57946.531280616000004 366432 366540 1398 1553 29
11.0 400.0 15.150 1446482 1446.482 23 1471 399.720 0 57946.543780628002423 1446435 1446544 1398 1565 28
11.0 400.0 15.230 246482 246.482 31 1466 398.360 0 57946.529891739002778 246416 246533 1385 1581 42
11.0 400.0 15.230 2706482 2706.482 23 1470 399.440 0 57946.558363960997667 2706416 2706522 1384 1545 33
11.0 400.0 15.240 1206485 1206.485 25 1471 399.720 0 57946.541002885001944 1206432 1206526 1399 1537 30
11.0 400.0 15.290 66481 66.481 21 1472 399.990 0 57946.527808393999294 66440 66547 1404 1556 31
11.0 400.0 15.310 3006479 3006.479 31 1463 397.540 0 57946.561836148997827 3006413 3006554 1383 1571 86
11.0 400.0 15.310 546474 546.474 24 1460 396.730 0 57946.533363868999004 546383 546541 1329 1547 30
11.0 400.0 15.350 2946488 2946.488 27 1477 401.350 0 57946.561141808997490 2946407 2946544 1373 1558 32
11.0 400.0 15.360 1686478 1686.478 29 1462 397.270 0 57946.546558358997572 1686418 1686529 1384 1541 33
11.0 400.0 15.370 126484 126.484 25 1471 399.720 0 57946.528502872999525 126432 126559 1377 1561 29
11.0 400.0 15.380 186478 186.478 29 1458 396.180 0 57946.529197247997217 186433 186545 1391 1550 31
11.0 400.0 15.490 1326481 1326.481 26 1464 397.810 0 57946.542391727998620 1326434 1326524 1391 1533 39
11.0 400.0 15.500 2526483 2526.483 21 1475 400.800 0 57946.556280639997567 2526433 2526532 1395 1557 31
11.0 400.0 15.600 426481 426.481 29 1463 397.540 0 57946.531975060999685 426425 426538 1398 1553 31
11.0 400.0 15.680 306481 306.481 24 1469 399.170 0 57946.530586171997129 306410 306561 1367 1575 31
11.0 400.0 15.730 1086482 1086.482 28 1468 398.900 0 57946.539613961002033 1086403 1086554 1365 1568 29
11.0 400.0 15.760 906482 906.482 31 1469 399.170 0 57946.537530627996603 906409 906555 1379 1571 33
11.0 400.0 16.010 1806485 1806.485 31 1470 399.440 0 57946.547947329003364 1806422 1806551 1384 1564 39
11.0 400.0 16.020 726473 726.473 25 1458 396.180 0 57946.535447189999104 726401 726542 1360 1551 49
11.0 400.0 16.070 1566489 1566.489 26 1480 402.160 0 57946.545169598000939 1566392 1566564 1363 1574 32
11.0 400.0 16.110 606479 606.479 25 1466 398.360 0 57946.534058370998537 606421 606549 1382 1562 39
11.0 400.0 16.160 2346478 2346.478 23 1463 397.540 0 57946.554197247998673 2346436 2346581 1401 1590 40
11.0 400.0 16.200 786485 786.485 27 1468 398.900 0 57946.536141773998679 786428 786522 1393 1555 41
11.0 400.0 16.230 2826485 2826.485 30 1469 399.170 0 57946.559752884997579 2826398 2826525 1365 1576 32
11.0 400.0 16.390 2286485 2286.485 31 1466 398.360 0 57946.553502884999034 2286412 2286532 1377 1545 29
11.0 400.0 16.420 2886479 2886.479 22 1468 398.900 0 57946.560447260002547 2886402 2886547 1379 1559 31
11.0 400.0 16.700 2106479 2106.479 27 1463 397.540 0 57946.551419481998892 2106386 2106559 1351 1556 46
11.0 400.0 16.830 1506488 1506.488 31 1474 400.530 0 57946.544475142000010 1506413 1506548 1368 1565 49
11.0 400.0 16.860 1746484 1746.484 31 1467 398.630 0 57946.547252873002435 1746369 1746554 1327 1559 49
11.0 400.0 16.860 2226485 2226.485 25 1477 401.350 0 57946.552808439999353 2226430 2226588 1393 1610 49
11.0 400.0 17.630 2166481 2166.481 29 1468 398.900 0 57946.552113949997874 2166419 2166546 1364 1555 32
11.0 400.0 18.820 1626483 1626.483 31 1467 398.630 0 57946.545863972998632 1626423 1626575 1323 1595 19
11.0 400.0 7.020 799558 799.558 23 6630 1801.570 0 57946.536293081997428 799558 799558 6630 6630 1
11.0 400.0 7.050 2586460 2586.460 29 1367 371.460 0 57946.556974817998707 2586460 2586460 1367 1367 1
11.0 400.0 7.050 786382 786.382 26 1352 367.380 0 57946.536140582000371 786382 786382 1352 1352 1
11.0 400.0 7.060 906338 906.338 25 1306 354.880 0 57946.537528961001954 906334 906345 1301 1313 4
11.0 400.0 7.870 2226351 2226.351 26 1333 362.220 0 57946.552806890002103 2226345 2226378 1313 1354 52
11.0 450.0 12.770 1986668 1986.668 26 1657 450.260 0 57946.550032781000482 1986612 1986715 1578 1723 30
11.0 450.0 13.450 2646679 2646.679 30 1670 453.790 0 57946.557671797003422 2646603 2646718 1568 1729 29
11.0 450.0 13.480 1686674 1686.674 28 1664 452.160 0 57946.546560627997678 1686621 1686713 1582 1721 48
11.0 450.0 13.550 2226671 2226.671 31 1659 450.800 0 57946.552810592998867 2226606 2226718 1563 1748 28
11.0 450.0 13.800 2526657 2526.657 20 1640 445.640 0 57946.556282653000380 2526595 2526722 1545 1733 31
11.0 450.0 13.980 2286668 2286.668 28 1654 449.440 0 57946.553505003001192 2286612 2286712 1580 1727 31
11.0 450.0 14.140 1446662 1446.662 23 1646 447.270 0 57946.543782710999949 1446598 1446716 1568 1720 48
11.0 450.0 14.230 1626659 1626.659 23 1644 446.730 0 57946.545866009997553 1626603 1626724 1563 1734 32
11.0 450.0 14.260 846676 846.676 28 1664 452.160 0 57946.536838428997726 846603 846723 1568 1725 37
11.0 450.0 14.340 726665 726.665 24 1651 448.630 0 57946.535449413000606 726602 726708 1566 1720 49
11.0 450.0 14.380 2406666 2406.666 27 1647 447.540 0 57946.554893868997169 2406610 2406710 1579 1741 49
11.0 450.0 14.430 1326664 1326.664 31 1646 447.270 0 57946.542393846000778 1326573 1326712 1543 1723 50
11.0 450.0 14.450 1566667 1566.667 24 1654 449.440 0 57946.545171657999163 1566623 1566706 1578 1715 42
11.0 450.0 14.590 126670 126.670 29 1655 449.710 0 57946.528505025999038 126610 126720 1567 1726 35
11.0 450.0 14.680 2766668 2766.668 29 1653 449.170 0 57946.559060558996862 2766606 2766710 1577 1743 29
11.0 450.0 14.680 966668 966.668 30 1655 449.710 0 57946.538227224998991 966598 966753 1562 1759 90
11.0 450.0 14.700 1806664 1806.664 19 1651 448.630 0 57946.547949400999642 1806625 1806743 1585 1740 39
11.0 450.0 14.730 2706666 2706.666 18 1657 450.260 0 57946.558366090997879 2706636 2706741 1552 1745 30
11.0 450.0 14.760 186667 186.667 28 1652 448.900 0 57946.529199436001363 186593 186722 1562 1755 49
11.0 450.0 14.800 2586663 2586.663 25 1646 447.270 0 57946.556977166997967 2586596 2586713 1559 1712 49
11.0 450.0 14.880 426665 426.665 26 1649 448.080 0 57946.531977190003090 426616 426713 1578 1728 32
11.0 450.0 14.890 1866665 1866.665 31 1650 448.360 0 57946.548643857000570 1866601 1866720 1566 1740 31
11.0 450.0 14.940 1386661 1386.661 26 1647 447.540 0 57946.543088254999020 1386602 1386720 1563 1737 37
11.0 450.0 14.950 1506670 1506.670 27 1655 449.710 0 57946.544477247996838 1506611 1506723 1566 1733 40
11.0 450.0 14.990 1026661 1026.661 22 1649 448.080 0 57946.538921589002712 1026606 1026720 1526 1739 42
11.0 450.0 15.000 786670 786.670 24 1659 450.800 0 57946.536143915000139 786592 786721 1550 1737 30
11.0 450.0 15.030 246670 246.670 27 1658 450.530 0 57946.529893915001594 246604 246720 1556 1746 39
11.0 450.0 15.060 2346669 2346.669 31 1653 449.170 0 57946.554199459002120 2346612 2346757 1581 1771 33
11.0 450.0 15.060 546663 546.663 30 1645 447.000 0 57946.533366055999068 546600 546756 1557 1764 30
11.0 450.0 15.190 1146664 1146.664 26 1648 447.810 0 57946.540310511998541 1146611 1146726 1578 1734 37
11.0 450.0 15.230 2106667 2106.667 25 1654 449.440 0 57946.551421657997707 2106616 2106712 1582 1772 29
11.0 450.0 15.230 2946665 2946.665 21 1654 449.440 0 57946.561143856997660 2946619 2946732 1579 1739 37
11.0 450.0 15.280 2826665 2826.665 23 1654 449.440 0 57946.559754968002380 2826617 2826731 1564 1756 31
11.0 450.0 15.310 66664 66.664 25 1646 447.270 0 57946.527810512001452 66581 66716 1539 1775 43
11.0 450.0 15.320 2046666 2046.666 31 1649 448.080 0 57946.550727201996779 2046577 2046729 1549 1741 30
11.0 450.0 15.340 1206670 1206.670 31 1654 449.440 0 57946.541005026003404 1206619 1206731 1566 1734 44
11.0 450.0 15.430 2466673 2466.673 30 1661 451.340 0 57946.555588394003280 2466563 2466727 1539 1735 31
11.0 450.0 15.540 2166668 2166.668 31 1653 449.170 0 57946.552116113998636 2166589 2166745 1545 1751 40
11.0 450.0 15.710 366673 366.673 31 1660 451.070 0 57946.531282839001506 366621 366730 1569 1735 21
11.0 450.0 15.800 1266666 1266.666 25 1649 448.080 0 57946.541699424000399 1266624 1266717 1580 1729 29
11.0 450.0 15.810 666663 666.663 20 1650 448.360 0 57946.534754945001623 666614 666736 1569 1744 32
11.0 450.0 15.950 906673 906.673 26 1661 451.340 0 57946.537532839000050 906580 906717 1542 1750 29
11.0 450.0 16.060 1746665 1746.665 28 1654 449.440 0 57946.547254967998015 1746602 1746727 1562 1735 43
11.0 450.0 16.380 3006669 3006.669 27 1655 449.710 0 57946.561838348003221 3006614 3006743 1566 1752 23
11.0 450.0 16.480 2886669 2886.669 30 1656 449.990 0 57946.560449459000665 2886589 2886744 1549 1750 50
11.0 450.0 16.550 306674 306.674 29 1658 450.530 0 57946.530588405999879 306612 306737 1564 1762 28
11.0 450.0 16.560 486661 486.661 24 1650 448.360 0 57946.532671588996891 486560 486726 1527 1768 35
11.0 450.0 16.700 1926658 1926.658 26 1636 444.550 0 57946.549338220997015 1926602 1926713 1565 1718 10
11.0 450.0 16.800 606665 606.665 30 1649 448.080 0 57946.534060523998050 606564 606714 1527 1724 49
11.0 450.0 16.930 1086666 1086.666 25 1657 450.260 0 57946.539616091002245 1086579 1086720 1520 1748 48
11.0 450.0 7.100 2466504 2466.504 16 1477 401.350 0 57946.555586438000319 2466504 2466505 1477 1479 4
11.0 450.0 7.190 2766581 2766.581 25 1549 420.910 0 57946.559059551997052 2766579 2766582 1545 1551 7
11.0 500.0 12.230 486856 486.856 30 1845 501.340 0 57946.532673845998943 486815 486900 1778 1907 49
11.0 500.0 13.080 1206855 1206.855 27 1844 501.070 0 57946.541007166997588 1206813 1206900 1777 1903 32
11.0 500.0 13.340 1446847 1446.847 31 1833 498.080 0 57946.543784852998215 1446790 1446894 1749 1914 49
11.0 500.0 13.500 1566850 1566.850 31 1828 496.720 0 57946.545173776001320 1566794 1566913 1753 1930 46
11.0 500.0 13.530 2766856 2766.856 28 1845 501.340 0 57946.559062733998871 2766807 2766899 1755 1915 42
11.0 500.0 13.570 2946848 2946.848 24 1837 499.170 0 57946.561145974999818 2946797 2946893 1757 1899 48
11.0 500.0 13.590 2586840 2586.840 23 1823 495.370 0 57946.556979216002219 2586818 2586896 1759 1900 40
11.0 500.0 13.620 2826854 2826.854 31 1832 497.810 0 57946.559757155999250 2826781 2826905 1738 1909 12
11.0 500.0 13.780 186853 186.853 29 1836 498.900 0 57946.529201589000877 186783 186901 1730 1903 39
11.0 500.0 14.160 1506847 1506.847 31 1830 497.270 0 57946.544479297001089 1506785 1506889 1741 1901 37
11.0 500.0 14.170 2706853 2706.853 31 1838 499.440 0 57946.558368254998641 2706804 2706903 1744 1909 50
11.0 500.0 14.210 66859 66.859 31 1847 501.890 0 57946.527812769003503 66812 66908 1764 1922 49
11.0 500.0 14.240 2886856 2886.856 29 1839 499.710 0 57946.560451623001427 2886796 2886896 1747 1903 49
11.0 500.0 14.320 126846 126.846 29 1829 497.000 0 57946.528507062997960 126804 126908 1753 1918 42
11.0 500.0 14.340 1626846 1626.846 29 1828 496.720 0 57946.545868173998315 1626747 1626900 1705 1906 47
11.0 500.0 14.370 1686850 1686.850 31 1829 497.000 0 57946.546562664996600 1686796 1686920 1747 1927 23
11.0 500.0 14.420 1806848 1806.848 27 1832 497.810 0 57946.547951530999853 1806798 1806899 1755 1942 40
11.0 500.0 14.430 2226855 2226.855 24 1844 501.070 0 57946.552812722999079 2226790 2226903 1750 1920 34
11.0 500.0 14.480 1926848 1926.848 23 1833 498.080 0 57946.549340420002409 1926802 1926900 1765 1906 49
11.0 500.0 14.490 2166849 2166.849 29 1830 497.270 0 57946.552118209001492 2166775 2166905 1733 1909 49
11.0 500.0 14.500 2526847 2526.847 24 1835 498.630 0 57946.556284853002580 2526802 2526894 1757 1897 47
11.0 500.0 14.560 666851 666.851 31 1840 499.980 0 57946.534757121000439 666794 666911 1763 1927 49
11.0 500.0 14.590 1026852 1026.852 28 1835 498.630 0 57946.538923799002077 1026803 1026908 1756 1917 35
11.0 500.0 14.640 1326851 1326.851 28 1835 498.630 0 57946.542396010001539 1326800 1326901 1756 1908 36
11.0 500.0 14.790 426847 426.847 31 1831 497.540 0 57946.531979296996724 426800 426895 1764 1923 44
11.0 500.0 14.800 1986846 1986.846 30 1832 497.810 0 57946.550034840998705 1986807 1986885 1752 1898 30
11.0 500.0 15.030 846847 846.847 31 1827 496.450 0 57946.536840407999989 846782 846921 1739 1936 50
11.0 500.0 15.160 3006853 3006.853 31 1834 498.350 0 57946.561840478003433 3006770 3006903 1740 1910 40
11.0 500.0 15.290 1866852 1866.852 24 1837 499.170 0 57946.548646021998138 1866810 1866899 1768 1927 44
11.0 500.0 15.340 2406848 2406.848 28 1831 497.540 0 57946.554895975001273 2406794 2406909 1765 1914 48
11.0 500.0 15.340 366855 366.855 31 1835 498.630 0 57946.531284944998333 366798 366929 1751 1942 37
11.0 500.0 15.390 1146847 1146.847 30 1832 497.810 0 57946.540312630000699 1146796 1146905 1764 1913 32
11.0 500.0 15.430 606847 606.847 25 1830 497.270 0 57946.534062630002154 606777 606911 1747 1912 27
11.0 500.0 15.510 546848 546.848 28 1832 497.810 0 57946.533368197000527 546791 546898 1756 1919 48
11.0 500.0 15.540 2286853 2286.853 29 1842 500.530 0 57946.553507144002651 2286789 2286911 1736 1942 48
11.0 500.0 15.590 2046852 2046.852 31 1835 498.630 0 57946.550729355003568 2046800 2046917 1760 1922 40
11.0 500.0 15.770 1386843 1386.843 26 1832 497.810 0 57946.543090361999930 1386798 1386896 1747 1913 37
11.0 500.0 15.820 906847 906.847 31 1830 497.270 0 57946.537534852999670 906765 906911 1745 1918 36
11.0 500.0 15.920 1086852 1086.852 27 1834 498.350 0 57946.539618244001758 1086763 1086884 1722 1935 49
11.0 500.0 16.010 306849 306.849 31 1832 497.810 0 57946.530590431000746 306795 306910 1748 1920 33
11.0 500.0 16.110 2346851 2346.851 27 1838 499.440 0 57946.554201564998948 2346767 2346903 1726 1920 45
11.0 500.0 16.140 2646851 2646.851 31 1835 498.630 0 57946.557673787996464 2646804 2646904 1755 1920 49
11.0 500.0 16.300 2106844 2106.844 29 1825 495.910 0 57946.551423707001959 2106787 2106913 1730 1932 49
11.0 500.0 16.470 2466850 2466.850 29 1839 499.710 0 57946.555590443000256 2466789 2466895 1753 1930 40
11.0 500.0 16.490 726846 726.846 30 1827 496.450 0 57946.535451508003462 726786 726913 1747 1929 49
11.0 500.0 16.500 246849 246.849 24 1836 498.900 0 57946.529895986997872 246783 246906 1746 1930 49
11.0 500.0 16.520 966842 966.842 22 1830 497.270 0 57946.538229238998611 966789 966897 1728 1917 11
11.0 500.0 16.550 1746843 1746.843 31 1826 496.180 0 57946.547257028003514 1746773 1746913 1716 1917 49
11.0 500.0 16.650 1266853 1266.853 26 1844 501.070 0 57946.541701588997967 1266801 1266926 1766 1939 50
11.0 500.0 17.350 786842 786.842 29 1824 495.640 0 57946.536145906000456 786741 786927 1703 1932 34
11.0 550.0 12.780 2347031 2347.031 22 2024 549.980 0 57946.554203649000556 2347010 2347061 1958 2062 43
11.0 550.0 12.980 2767029 2767.029 28 2013 546.990 0 57946.559064736997243 2766959 2767094 1912 2097 45
11.0 550.0 13.300 2887033 2887.033 29 2019 548.620 0 57946.560453671998403 2886985 2887072 1944 2085 41
11.0 550.0 13.340 1867028 1867.028 25 2011 546.450 0 57946.548648058997060 1866983 1867088 1948 2092 47
11.0 550.0 13.410 1147033 1147.033 29 2017 548.080 0 57946.540314783000213 1146980 1147077 1926 2093 34
11.0 550.0 13.470 2527042 2527.042 31 2032 552.160 0 57946.556287109000550 2526983 2527093 1935 2103 32
11.0 550.0 13.530 2827033 2827.033 30 2016 547.810 0 57946.559759228002804 2826978 2827093 1938 2109 48
11.0 550.0 13.540 1507032 1507.032 23 2019 548.620 0 57946.544481438002549 1506990 1507088 1956 2094 29
11.0 550.0 13.650 2227036 2227.036 31 2021 549.170 0 57946.552814818001934 2226986 2227070 1948 2083 31
11.0 550.0 13.690 787033 787.033 31 2017 548.080 0 57946.536148115999822 786990 787088 1939 2101 50
11.0 550.0 13.820 2647027 2647.027 28 2010 546.180 0 57946.557675825002661 2646984 2647098 1929 2107 38
11.0 550.0 13.890 2407041 2407.041 31 2031 551.890 0 57946.554898208996747 2406997 2407080 1945 2088 48
